	score	comment  INPUT_URL = "https://review.rakuten.co.jp/item/1/351180_10001229/1.1/"  # 10917
283	4	違う色のマスクを購入したことがあるので、以前同様、満足しています。また購入しようと思います！
284	5	暑い中、このマスクなら息がしやしいし、他は、考えられないです。
285	5	SALEでお安く買えました。形も色もとても満足です。
286	5	何度もリピしてます。使い心地も特に不満はなく、こんなに安く買えるのにとても良い商品です。何箱も買ったけど、不良品などなかったです。
287	5	妊娠し、普通の不織布マスクは息苦しくてできなくなったため、立体マスクに変えました。こちらはマスクの中に空間ができるので、息苦しさが減りました。色も良かったので、他の色も追加で買います。
288	5	カラフルで可愛くて、着用感も良かったです！なくなったらリピします！
289	5	バイカラー〈ヘーゼルナッツ〉を購入しました。クチバシ型の立体マスクでバイカラーのものはよく見かけるのですが、柳葉型のものはあまり無く、見つけたので思わず即買いしてしまいました。全体的な配色が秋っぽいです。他にもいろんな色のバイカラーが出てくると楽しみが増えていいと思います。注文番号  351180-20220821-0782529387
290	4	激安で購入できました。配送も少し待った程度でした。
291	4	職場の人に紐の色が違うのが可愛いと誉められどこのショップで買ったのか聞かれたので教えてあげました。すぐに注文されてました。私も可愛くてとても気に入っています
292	5	お安く購入できて良かったです。バイカラーかわいい。もっとバリエーション増えると良いなぁ〜又購入します
293	5	フラップ型のアプリコット、ハニー、ヘーゼルナッツと子どものフラップ型ブルーを購入。どの色もとても綺麗な色でした。
294	4	立体マスクのホワイトを購入しました。オペレーターの仕事をしていますが、口周りにゆとりがあるので、話しやすいです。プリーツマスクを使っていた時は、唇が擦れて荒れることがありましたが、こちらのマスクに変えてから少し良くなりました。もうひと回り小さいとベストですが、許容範囲です。クーポン利用でお安く購入できて良かったです。
295	4	すぐ届いて助かりました。包装も丁寧で、ポストに入れてくれるので助かります！！このお値段でこの内容はコスパがいいと思います。
296	5	発送も早くお安く何度もリピートしていますが、いつからか30枚まとめて1袋だったのが10枚１袋が3袋になり、より使いやすくなりました。小分けになったことにより、家族や友人にオススメのためプレゼントしたりがしやすくなり、結果オススメしまくっています！いつもヘーゼルナッツを購入していますが、今回はじめてサンドベージュ購入。ヘーゼルナッツより少し濃いめで気持ちくすみピンク寄りです。どちらも顔馴染みが良く使いやすいやさしいお色です。また利用させていただきます。
297	4	敏感肌で、不織布マスクは毎回荒れてしまいますが、このマスクは荒れにくいように思います。長時間つけているとやはり荒れてしまうので、肌へのやさしさを最重要視される方は向いてないかもです。ただ、色味が豊富で自分の肌やファッションに合わせて選べるのが魅力的ですし、呼吸もしやすかったです。総合的に気に入ったのでまた購入します。
298	4	ピッタリフィットしていて良かったです。配送も迅速でした。
299	5	安いし、モノもいい！またリピート間違いなしです！
300	4	今回で三度目の注文でしたがいつも通りスムーズに届きました！素材も良く、紐も取れたことは今のところありません。…ですが、箱が潰れていたのが初めてで少し驚きましたが中身は無事でした。投函側の問題なのか、元々潰れていたものが送られてきたのか謎ですが、また無くなりそうなときは、こちらで購入したいと思います。
301	4	フラップ型のヘーゼルナッツバイカラーを購入しました。ゴムの部分の色が可愛くてとても気に入りました。大きさも小さ過ぎずとても良かったです。
302	4	バイカラータイプのヘーゼルナッツとライラックを購入させて頂きました。個人的にはカラーはライラックの紫ががったピンクが気に入りました。生地はちょっと薄いかな。この季節にはちょうどいい厚さです。バイカラーがとても可愛いです。気に入ったので、またまライラックを追加でリピ。後はライトグレーもバイカラーが画像で可愛いので注文しました。ありがとうございました！
303	5	また使っていませんが、バイカラー可愛いです。使うの楽しみです。
304	5	息もしやすく、耳が痛いこともありません。クーポンがある時しか買えませんが、またその機会に購入したいと思います。
305	5	いつも早く届くので嬉しいです。今回はSHUGAR PINK 毎回違う色を注文しますがどれも かわいい色です。また 次回もお願いします。
306	4	ホワイトフラップ型ですが、病院勤務で使用しますフイット感は良い感じです。通勤時もまだまだ危険なので愛用してゆきたいと思います。
307	5	今回はじめての購入です。この形のマスクはずっと購入していたのですが、何となく色味に飽きてきた…？その時のこの商品の紐の色が可愛くて初めて選んでみました！まだ使用していませんが、期待して５にさせていただきます！
308	4	口まわりに、当たるストレスがないので、呼吸もしやすく感じました。普通のマスクより、ほっぺたの方もしっかり塞るので、外出用、とコロナ用に使いました。 痛いとか、ゴムがキツい、とかも、全くありませんでした。 1枚あたりが少し高いので、セールや割り引きの時しか買えません。 男性っぽいカラーも増えたらいいな、、、
309	5	大変使い心地の良いマスクです。カラーも素敵です。
310	5	立体マスク30枚入りという、他店が20枚入りが多い中とってもお得です！10枚ずつ入っているので、ストックで置いておきやすく、色も様々で気分も変えられます。家族で使えて助かります。届くのも早かったです。
311	4	迅速な対応ありがとうございます。マスクの不備もなく無事に届いて安心しました。初めてアイスグレーを購入しましたがどんな服にも合わせやすい色でよかったです。
312	5	使いやすく色も良かったです。ゴムも緩すぎずキツすぎず良かったです。
313	5	クーポンを利用してお得に購入しました。発送も早く、すぐ手元に到着しました。箱がコンパクトなので収納するのにかさばらず良かったです！マスクのサイズも質感も良かったのでまた購入したいと思います。
314	5	鼻のワイヤーをちゃんと曲げるときっちりとフィットして、安心感抜群のマスクでした。耳も痛くならず、とても良かったです。
315	5	薄手なので夏の暑さにはまずまずかな…と思ってます。カラーバリエーションも豊富でなかなか使いやすいと思います。
316	5	前回購入して良かったので色違いのグレー買ってみました。眼鏡を掛けても曇らなかったので凄く良かった。
317	5	安いのに形はがしっかりしていて、息がしやすい様形にワイヤーを細工できる。
318	5	息子がこの形のマスクが好きなので購入しました。
319	5	初めて購入させていただきました！発送も早く、好みの色がクーポンで安く購入できて、良かったです。立体マスクも５０枚入りがあれば、嬉しいです。
320	4	注文してすぐに到着。梱包もきれいだったので満足です。カラーの選択が分かりづらかったので★マイナス１で★４です。
321	5	大きさも丁度よく大変満足しましたスタッフの迅速な対応ありがごさいます
322	5	立体マスクを愛用する妻のリクエストで購入。クーポンありきの価格設定だが、一枚13円程度なので立体マスクとしては実店舗よりお求めやすいかと。使用感も良いようで自分にも欲しくなってきた。内側が白なので、内側にも色があるタイプをお考えの方は要注意です。今のところ不良品もなく、良い買い物だったと考えた居ます。
323	5	すぐに届きました。ネイビーがお気に入りで３度目のリピートです。
324	4	さらっとしていてお気に入りです。色もかわいいです。
325	5	立体のショコラを購入しました。以前購入したことのある別の商品より柔らかい素材なのが良かったです。鼻に当たって喋る時に微妙に痛いということがあって気になっていましたが、今日一日着けてみて、こちらは快適でした。黒やグレー以外の濃色が欲しかったので、色も気に入りました。古いフローリングみたいな色です。クーポンでお安くなったのでよかったです。
326	5	今までもネットでマスクを買うことがありましたが、サイズが合わなかったり着け心地がイマイチだったりで、何度も無駄買いをしてきました。今回もたまたまこちらの商品を見つけ、あまり期待せず買ったのですが、付けてみたら痛くなく丁度良かったです。色はピンクを買ったのですが、嫌な感じのピンクではなく控えめな感じで気に入りました。ドラッグストアで買うよりコスパも良いので、今度他の色も買ってみようと思います。
327	4	立体マスク３０枚を クーポンを利用して買わせていただきました。レビューを見てきになっていた においも気になりませんでした。ストックができたので安心です。
328	5	かっこいいです。どの年齢でも似合います！呼吸もしやすくて最高！
329	5	大変きれいな包装で、商品も良い状態でした。アイスブルーは想定通りのキレイな水色でとても気に入っております。
330	5	アイスブルー、やっと購入できました。こちらは、前のモノと同じ色違いでしたが、前のは３０個１袋なのに、１０個ずつ３袋で小分けにしやすくて良かったです。
331	5	バイカラーのマスクを初めて購入しました。少しおしゃれな感じで気に入っています。耳が痛くならないし、形がきれいです。
332	4	まだ使用していませんので、星4です。見た目、問題はありません。本体がピンクで耳掛けゴム部分がサーモンピンクの物を注文しましたが届いた時の箱が、ヘーゼルナッツになっていて、間違いかと思いました。お店は問い合わせに迅速に対応して下さり、箱の仕様で中身は間違いないという事でしたので、開封。注文通りであることが確認できました。ピンクをご注文の際にはお気をつけて…。
333	5	テレビで放映され、皆さんのレビューを見てクーポンも有ったので購入させて頂きました。カラーも豊富で、息がし易くて耳も痛く無くてレビュー通り、流石にテレビで放映された御品物で購入して良かったです。又近いうちにリピさせて頂きたいと思います。良い御品物だったので、友達にも教えてあげたら喜んでくれました。迅速な対応有難う御座いました。
334	5	残り少なかったので、迅速な対応ありがとうございます。以前も購入しましたが、商品の質も値段も最高です。またリピします。
335	4	KN94の立体ベビーピンク購入しました。到着して箱を確認したらラージサイズという表記で届いたので驚いてしまいましたが、普段プリーツの小さ目を使うわたしでもギリギリ許容範囲でした。バイカラーが欲しかったので使ってみてリピするか検討します。臭いが少し気になりました。、
336	4	安く購入でき、届くのも速かったです。これから使う予定ですが、色も良かったのです。
337	5	サイズもいつも 小さめを買うんですが このタイプはあまり大きさを感じず よかったです着け心地も息が楽でいいです
338	5	ありがとうございましたバイカラーも入荷したら、メールお願いします
339	5	この形のマスクはとても使いやすい！また買うと思います！
340	4	バイカラーのこのタイプがほしくて買いました。とってもかわいいです。サイズもバッチリ！普通サイズといいながら小さいものもありますから。妹に一袋あげたらかわいい！と喜んでいました。なくなったらまた書いたいです
341	5	いつもありがとうございます。今回はお盆前に注文したので届くのはお盆明けかなっと思ってましたが とても早く届きました。耳紐がふわふわして耳が痛くないです。
342	5	３０代女性です。サイズ感も丁度良く重宝しています。やはりフラップタイプを一度使うとこの快適さはやめられません。アイスグレー購入ですが、カジュアル、キレイめ共にしっくり使用できリピートすると思います。
343	4	立体マスクは初めてでしたが、息がしやすくて気に入りました。お安く購入出来て良かったです。
344	5	優しい色で気に入りました立体マスクなので付け心地いいです
345	5	使いやすくて気に入っています。リピートです。
346	5	フラップ型は、いくつかの種類を使用してきましたが、こちらのフラップ型マスクは呼吸がラクです。形のおかげではなく、生地自体が呼吸しやすいです。他店のは生地が厚く硬めだったのですが、こちらは違いました。またリピします。
347	5	パープルを注文しましたが､上品でステキ&#128158;私は日本人としては鼻が高めなので､鼻に直接付かないのは珍しく息しやすいです。
348	5	前回アプリコットがいい色だったので、バイカラーのピンクとベビーピンクを追加購入。ピンクは耳ひもが結構目立つカラーだったので、最初はえっ…と思いましたが、付けてみると肌からそんなに浮かず、いいアクセントになってかわいい。ベビーピンクの方は耳ひもがシックなチャコールなので、使いやすいです。どちらも春夏向きの明るめカラーなので、秋になったらまた別の色味にも挑戦したいですね。
349	4	思ってた色と違いましたが使いやすかったので満足です！
350	5	サイズ感、着け心地全てにおいて、最アンド高！！
351	5	お試しに買ったら良かったのでリピート確定。
352	5	柔らかく、肌触りも良いのでリピ買いしています。前回と微妙に色が違いますが、どちらも優しい色で、肌馴染みが良いです。家族も色々なメーカーの物を購入しましたが、こちらの物が1番合うそうで、こちらのマスク以外は使ってくれない為、こちらをリピ買いしています。毎回マスクの不良品はないです。梱包も発送もきちんとしていますので、安心できます。
353	5	ぴったりフィットしていて息苦しくない。おしゃれをしていての着用でも決まります。
354	4	しっかりめの不織布で形がキレイに整うし、呼吸が苦しくありません。まだまだマスク生活からは抜け出せそうにないので、ファッションの一部として楽しみたいと思います。
355	5	紐は少し長めですが、クロスしてつけるとちょうどいい感じです！コロナ禍であらゆるマスクを購入してきましたが、外箱のビニールがけはもちろんのこと、マスクも10枚ずつ袋に入っていたのですが中袋の両端がきちんと密封閉じされていた商品は今までで初めてで(他で購入した時は中袋はテープ止め)とても衛生的だなと思いました！試し付けしただけで、外での使用感はこれからですがよかったらまたリピートしようと思います。
356	4	主人が立体タイプは息がしやすいと気に入っています。前回購入分が無くなり市販の個包装タイプを使っていました。個包装のものは自宅から付けていくには袋から出す手間がかかりコスパも悪いので、今回もクーポンで安く購入できると気付き注文しました。マスク工業会のマークは付いていませんが書いてある性能を信じています。
357	4	ヘーゼルナッツを購入しましたが、家にある他のマスクの色の方が顔の色に合っているので、もう少し濃いめの色の方が良かったです。  今回初めてKN94使用してみました。息苦しさを感じず、クールで無くても暑くなく、肌に密着しているのでとても良いと思いますが、このマスクもコロナ感染予防になってくれるか心配もあります。
358	5	クーポンを使って、とってもお得に購入することが出来ました！色もイメージ通りで、とっても使いやすそうです。また、購入させて頂きたいです！
359	5	リピートです。毎日使うので、このクオリティーでこのお値段はお得だと思います。又利用します。
360	5	プリーツタイプのアプリコットとシュガーピンクを購入しました。秋色が似合うタイプなので、アプリコットはあたたかみのあるピーチオレンジという感じで馴染みますし血色がよく見えます。シュガーピンクは淡くてシャーベットみたいな色で馴染みはしないけど強く主張もしないきれい目なお色です。つけ心地も問題なく、発送も早くて助かってます。
361	5	リピートです。耳が痛くならないのでお気に入りです。配送も早く大変助かっています。
362	4	注文番号351180-20220728-026862019328日に注文し本日到着しました。沢山の色があって迷いましたがアイスブルーとライトパープルを注文しました。とてもかわいい色です。このタイプのマスクを同じ数量で倍以上の値段で近場の店で購入していましたが、半額位のお値段でお安く購入できたので物も良さそうですしまたリピ買いしようかなと思っています。箱もオシャレです。
363	4	色味がとても良かったです。使いやすく、日常使いに重宝します。
364	5	初めて3Dマスクを付けてみましたが、常に鼻がマスクにあたらないので息苦しさがないです。それでいて鼻と口の周りが密着していて安心感があり凄い着け心地がよいです。
365	5	以前に購入してストックがなくなってきたので購入しました。他のマスクは肌が痒くなるんですが、このマスク私には合っているのか痒くなりません。サイズ感も大きくなく小さくなく付けやすいです。
366	5	息がしやすいです。一度使うと普通タイプに戻れないかもしれません。またチケットでお安くかえました。
367	4	画像と現物とは少し色が違う感じもありますが、使い心地は良かったです。他の色も購入しようと思います。
368	4	フラップタイプが大好きで、いろんなお店のものを試しています。今回は、こちらで初めてホワイトを購入しましたが、しっかりカバーしてくれそうなゆったりサイズで、材質にごわつきもなく紐も柔らかそうです。（ほんの少し匂いがあったので−１です）アイスブルーやアイスグレーも評判が良さそうなので、リピしてみようかと思っています！
369	4	少し匂いはしますが、その他問題なしです。苦しくもなく、暑くもなく、通気性良さそうです。ただ、通気性良すぎて、薄すぎないか？こんなので大丈夫なのか？と、思ってしまいます。
370	5	しっかりした商品でした。ベビーピンクを頼みましたが、落ち着いた色合いだったので、40代のわたしでも大丈夫でした。
371	5	3Ｄマスクが欲しかったので、購入しました。耳も痛くならず、通気性もよく大満足です！
372	5	一般的な不織布マスクに比べて口が動かしやすく、話すときにも負担が少ないです。
373	4	ヘーゼルナッツ、ベビーピンク、ネイビーの立体マスクを購入しました。ネイビーは繊維のせいかよく見るとまだらに見えますが、それでも三色ともに綺麗な色味です。また、平たい綺麗な箱に10枚ずつ圧縮された状態で入っていてとてもクリーンな印象をうけました。肌触りも室内で軽くつけてみただけですが柔らかくてよかったです。こちらはカラーも豊富なので、他の色も試してみたいなーと思いました。
374	4	箱が可愛いし、マスクもつけやすいんだけど、、なんか臭い（汗）独特な匂いがするのは私だけ！？
375	5	初めて購入しました。子供と主人が、使っています。問題なく使えています。
376	4	フラップ型 シュガーピンク・ライトパープル着け心地は良いです。きつ過ぎることもなく、ちゃんとフィットします。色味は、シュガーピンクは写真に近いですが、ライトパープルはもっと薄く感じました。白に近いかな。写真はモデルさんが着用したものだけでなく、商品を複数並べたものがあるとそれぞれの色も比較しやすいしイメージがついて良いのになと思います。
377	5	この形状のマスクを、いつも違うお店で購入していましたが、半額以下で購入できるチャンスがあり、ホワイトとライトパープルのKN94ふつうサイズを購入してみました冷感タイプでは無いですが、今まで使ってきたマスクより薄く、毛羽立つ感じがしないので良かったです
378	5	耳のゴムも痛くなくフィット感もよかったです。クーポンでお得に購入できました。
379	4	クーポン利用でとてもお得に購入できました。商品自体もいいものだと思います。また機会があればリピートしたいと思います。
380	4	注文して直ぐに届きました。材質もよく、リーズナブルなので、また購入したいと思います。
381	5	10枚ずつ袋に入ったマスクが3セット A 4くらいの薄い箱に入っているのでポストで受け取れます。マスクの裏側は白いので、カラーマスクの場合裏表がわかりやすいです。耳はヒモが柔らかく痛くありませんでした。立体マスクは呼吸がしやすいので愛用しています。クーポン使って安く買えたのでよかったです。
382	5	リピートです。カラーもきれいで使い心地も満足です。とてもお買い得で助かります。今後もこちらで購入したいです。
383	5	息がしやすく苦しくないです。お安く買えたのもよかったです。
384	5	痒くなったりもせず、紐も耳に優しい感じで良かったです。また購入します！
385	5	今回初めて立体マスクを購入してみました。呼吸がかなりしやすい感じです。
386	5	自分用に夏色、お願いしました♪リーズナブルで満足です。
387	5	満足です。息がするのがやはり楽ですね。でこのプライス。ゆうことなしです。
388	5	リピート購入です。装着しやすいので家族が気に入っています。
389	4	ブラックとネービー、プリーツ型息子に注文しました。早い到着でしかも値段も安くて助かります。こちらのマスクは、耳が痛くないのでいつも家族に頼まれます。しかし何枚かに分けて袋に入っていないため、シワがかなりある時もありいつも自分でマスクのシワをのばして袋に１０枚づつ分け入れ直しています。是非小分けにしてほしいです。あと165sizeが余り売ってないので助かりますが、最近欲しい色が売りきれて、再入荷待ち状態が続いているので早く入荷しないか、待ち遠しいです。
390	5	まだまだ、マスクご手放せない状況。安く購入出来て良かったです。また、購入したいと思います
391	4	グレーの色が良いです。つけやすいです。夏でも良いです。
392	5	やはり立体マスクが楽でいい。たくさん入っているので、安心。
393	5	こちらのプリーツマスクは紐が太くて耳が痛くならないので、リピートしています。毎回シワがついているものが数枚入っていますが、気にならない程度です。紐が取れたり切れたりしたことは今までありません。今回はハニーを購入しましたが、綺麗な色で気に入りました。色がたくさんあるので、次は何色にしようかなと楽しみもあります♪
394	5	主人が好んでこのタイプを使ってます。色が豊富で悩みますが、、、結局、黒かグレーを購入してます。
395	5	早くにとどけていただいて良かったです。顔にフィットして、いい感じです。
396	4	家族に購入して、よかったという感想だったので、自分用に購入しました。悪くなかったです。
397	4	とても良かったです！カラーはグレー買いました。
398	5	色も形も綺麗なものが届きました。、クーポン使用させていただきコスパがいいので、なくなったらまた購入しようと思います。
399	4	ライトグレーを購入。使いやすい色味です。頬骨が高いためこのタイプのマスクは頬と擦れて痛くなることが多くあまり使っていませんでしたが、こちらのマスクは比較的肌辺りが良く使えそうです。プリーツタイプよりやはり口周りの空間が確保できます。喋るとずれて頬と擦れるので、喋らない移動時はこちら、喋る必要のある仕事時はプリーツマスクと使い分けようと思います。
400	5	立体マスクを購入。30枚入りでこれは破格。また買います。
401	4	大きさもちょうどよく、耳もいたくないです。ライトパープル初めて買いましたが、淡い色を想像してたので、色が思った色より濃くびっくり、夏なのでまぁ、爽やかでいいかもしれません。臭いがくさいのでマイナス1かな、あとで臭いが無くなるのを祈ります。
402	4	まだまだ続くコロナ。コスパで乗り切りましょう。個人的にはフラップ型がオシャレに感じます。欲しい色が売り切れだったのが残念でした。今回は４色だけ買いましたが、再入荷の色待ってます。
403	5	デザインと色合いが気に入りました。またリピートしたいです。
404	4	クーポンで安く買えるのと、ポスト投函なのでとっても便利で2回目の注文です。ただ、再度購入する際、注文履歴に色の記載がないのが不便です。
405	5	まだ使用していませんが、梱包も問題なく商品もきれいです。また使用してから感想レビューします
406	4	今までフラップ型の不織布マスクを何度か購入してきて、写真が変わっていたので、買うまで気付かなかったのですが、こちらのマスクも１年近く前に購入していました。その中でも、今回のマスクが一番柔らかく、肌触りがいいので、まさに快適！ピンクベージュのような色味があったらいいなと思うので、☆マイナス１しました。
407	4	一度立体マスクを付けてから立体マスクの良さに気付き、薬局で売ってるのは高くて、安くて良いのは無いか探していた所クーポンで安くなり、レビューも良かったのでこちらに辿りつきました。ヘーゼルナッツとシュガーピンクを注文しました。色どりも可愛く、作りもしっかりしていたし満足です。耳の紐がもう少し柔らかい感じだったらもっと嬉しいなーとは思いますが安かったので良い買い物しました。ありがとうございました。
408	5	10枚ずつ(×3)包装されており、使いやすいです。立体的で化粧移りも少ないため毎日こればかり使用しています。
409	4	色もかわいいし、サラッとした付け心地でした。
410	5	ピッタリフィットして安心できるマスクです。夏場なので、ちょっと息苦しさも感じる事があるが、クーラーあれば全然OKです。色違いでリピします。
411	5	ポイントでゲットしました。耳も痛くならないので仕事で使えます。
412	5	形、大きさ、着け心地、すべて気に入りました。また購入したいと思いました。ありがとうございました。
413	4	ライトパープル色が気に入って友達のプレゼントに購入しました爽やかな感じで喜んでもらえました
414	5	いつもは普通のプリーツマスクを購入していますが、今回初めてフラップタイプを試してみました。顔にフィットするのでレビューにあるように小顔に見えますし口周りに空間ができるので息苦しさが半減します。今の時期には重宝すると感じました。他で売ってるのと比べてみましたが内側の素材が滑らかで柔らかい感じです。またすぐにリピート確定です笑
415	4	個包装ではありませんが、それが気にならない方は、いいかと思います。クーポンが使えたので、安く買えました。また購入しようと思います！
416	5	大変良い買い物をしました。しかしまぁ&#12316;いつまでマスク生活せにゃいかんのやろか？しんどいわ。
417	4	発送が早くて助かります。クーポンもあって安く買えて満足です(^^)また無くなりかけたらリピします。
418	5	大変早く届きました。ありがとうございました。また利用させていただきます。
419	4	自分の顔が大きいから、少し窮屈でヒモを引っ張ったら、ちぎれてしまいましたでも、色は可愛いです
420	4	初めて立体マスクを購入しました。フィット感はあるのに、口元が覆われていないので呼吸が楽に感じます。以前御社のプリーツマスクを注文した際、圧縮包装でマスクがシワシワになっており残念な気持ちになったのですが、包装を変更したということで再購入に至りました。消費者の意見を汲み取ってもらえたなぁと嬉しくなりました。ありがとうございました。なくなれば色違いでリピート購入予定です。
421	4	立体構造になっているので夏場でも通気性が確保され、リップもつくことが無く快適です。
422	5	今回は初めて立体マスクを購入します。他店に比べ、値段が安いし、レビューの評価の悪いものがあり、不安でした。しかし、以前、爽快適不織布マスクを購入した時は、品質には問題なかったので、お店を信用して注文しました。箱潰れもなく受け取れたし、商品も良いものでした。届いてすぐに家族も私も普通に使用しました。まだまだ、マスクの必要性があると思うので、またお世話になりたいです。立体マスク、見た目も使用感も大好きになりそうです。
423	5	発送も早く、お手軽なのに使い心地のよいマスクでした。
424	4	ヘーゼルナッツを選びました。明るすぎない肌なじみのよいオレンジといった色で、顔色がきれいに見えます。この形のマスクは違うメーカーのものをいろいろ使ってきましたが、他と比べて耳紐が短いと思います。また、紐が細いので少し痛くなりました。わたしはマスクの耳の痛みに敏感なのでそう感じましたが、そうでない方には顔にしっかりフィットして安心感があると思います。
425	4	スピーディーに配達されました。30枚入りでこのお値段はお買い得だと思い、2箱購入しました。形もよく使い安いので助かります。
426	5	いつも、対応が早くて、助かります&#10071;そして、安くて、マスクの質も満足しています。今回は、小さめのマスクも購入してみました。子ども用(小学一年生)に買いました。サイズは、ちょっと大きいかな？と思いましたけど、ピッタリでした。ちょっとマスクの新品の匂いが気になると言っていましたが、私も最初、袋から出した時は、多少しますが、毎日、使っているとなくなります。また購入させて、いただきます。ありがとうございました。
427	4	以前購入し、使いやすかったのでリピートしました。マスクは毎日の必需品なので、クーポン使用でかなり安く買えるので大変ありがたい商品です。
428	4	迅速配送、やや箱潰れありましたが問題ありません。 マスクは、呼吸しやすく小顔の方には良い大きさかと思います。大きい顔の方には、耳のゴムが痛くなるかもしれないと思いました。
429	5	長時間つけていても耳が痛くなりません。値段と色と質のバランス良くこれ以外のマスクを買う気になりません。またリピします。
430	4	水曜日注文で金曜日には届きました。子ども（小６）用にフラップタイプの子どもサイズを注文。うちの子には若干小さめでした。高学年には大人サイズが良かったようです。コスパはとても良いと思います。
431	4	耳紐が太めで耳が痛くなりにくく、お値段以上で品質もいいのですが…ベージュ系が売り切れでハニーかアプリコットかで迷ってアプリコットにしましたが、色がかなりの明るめで50代の私には似合わなかった。
432	5	早い発送で助かりました。包装もキレイでした。
433	4	マラソンセールでお安く買えた上に、配送も早くとても助かりました。毎日とても暑いので重宝しそうです。
434	5	旦那さんが、このマスクだと耳が、痛くならない&#9996;&#65039;とお気に入りなので、ホワイトとグレー色は何回も注文しています&#9996;&#65039;
435	4	息がしやすくて快適です。肌荒れもしにくいと思います。
436	5	何度もリピートしてるプリーツマスク。耳が痛くならず、よい商品です。
437	4	初めてこのタイプのマスクを使いました。とてもいい装着感です。
438	4	30代女性、グレーのフラップタイプ購入。お顔に馴染む優しい色合いで、大きさも丁度良かったです。リピートすると思います。
439	5	クーポンを利用してお値打ちに購入できました。立体マスクは口元に隙間ができて息がしやすいです。口紅がつかないのも良い。この暑さの中、顔にマスクがへばりつかず、大変満足です。
440	5	暑くなってマスクを息苦しく感じるようになり眼鏡もすぐ曇るようになったので、プリーツ型からフラップ型に変えてみようとしていた時に、とてもお値打ちなこちらのキャンぺーンを見つけて購入しました。サイズがピッタリでとてもいいです。夏や冬はいつも眼鏡がくもって自転車に乗っていると危険を感じることがよくあったのですが、これに変えてからはそういうこともなくなりました。
441	5	色違いで何度もリピしています。カラーが豊富なので、その日のファッションに合わせて、気分に合わせて使えるのがいいですね！
442	5	安定の価格で、品質も問題なく、耳が痛くなりません。３回目の購入です。
443	4	良いマスクです。しっかりしていてフィット感もある。変な匂いもなし。強いて言えば、耳ゴムがもっと太くて負担感が減ると完璧かなと思います。
444	5	色がとっても気に入りました。ピンク系が多かったのですが、色味を変えて、楽しみます。
445	5	お安く購入できてよかったです。サイズ感も問題ない感じです。
446	4	安価でしたが、少しガサガサした感じです。
447	5	何度もリピートしています。お安いし発送もはやいし品質も満足です。
448	4	2回目の購入です！今回はライトパープルとホワイトを注文しました。色によってパッケージが異なるのか？今までは30枚が真空状態で袋にまとめて入ってましたがホワイトだけは10枚ずつ3つの袋になってました！個包装でなくてもいいので10枚パックは便利ですね♪他の色も10枚パック×3になると嬉しいです∧( 'Θ' )∧
449	5	まだまだマスクが手放せないので助かってます。
450	4	フラップ型のヘーゼルナッツを購入しました。フラップ型、とても良いです。息がしやすいし、メガネも曇らず。色も肌に馴染んでとても気に入ってます。ただ、3袋に分けられた内の1袋に髪の毛が混入していました…髪の毛が着いていたのがマスクの外側だったこと、返品や交換も面倒なので普通に使ってますが、それさえなければ星5つでした。
451	5	フラップ型普通サイズ・アイスグレーを購入しました。以前このタイプで違うメーカーのものを何度か使用しましたが生地感や大きさが合わずいまいちでした。こちらの商品は厚さもちょうど良く、大きすぎず、顔の肉付きが良い私が小顔に見えます。鼻のワイヤーでしっかり調節すればズレる事なくしっかりガードしてくれている感じがします。お得だしぜひまた購入したいです。
452	4	耳ゴムが柔らかく、ゴムの肌当たりが良かったですが生地が少し薄く感じたのは気のせいなのかな？
453	5	Sokaiteki不織布マスク51枚の小さめサイズの01ホワイトカラーを買いました。クーポン利用でお買い得でした。圧縮梱包でマスクに多少シワが寄った物もありましたが、付けてさほど目立つものではありませんでした。今まで使用してきたものと比べて、呼吸がしやすいので夏向きだと思います。毎日使いの良い買い物ができたと思います！
454	5	立体マスクは、蒸れにくくて便利です。30枚入なのでお得です。
455	4	はじめてフラップ型を使用しました。口紅やリップが付かないのは◎装着の仕方が悪かったのかノーズワイヤーのあとがつきました。プリーツ型に比べて隙間がなくピタッとフィットしているのでウィルスの侵入はこちらの方が少ないと思います。カラーもいろいろあってお洒落だしマスクを外したときも装着面が隠れるように折りたためるので衛生的にもいいかもしれません。
456	4	くすんだベビーピンクで気に入りました！マスクの色は到着までドキドキします。
457	4	画面上と若干色が違いましたが逆に私にとっては好みの色だったので良かったです。大きさも丁度良いです。
458	5	ネイビーを息子がサッカーに行くときに使っています。学校は白指定だけど、習い事ならかっこつけたいみたいです。息苦しくなく、フィットするようです。
459	5	小さめプリーツタイプのヘーゼルナッツとアプリコットがほしかったのですが完売中だったので、シュガーピンクを購入しました。届いたときに思ったより濃い色に見えて着けるのちょっと恥ずかしいかな…色失敗しちゃったかな…と思いましたが、実際に着けてみたらぜんぜん濃くなくてむしろちょうど良い色味で安心。サイズもぴったりだし、これならまとめ買いしても良かったかなと思いました。次に購入するタイミングでシュガーピンクも合わせてまとめ買いしたいなと思います。
460	5	マスクも必需品になる中、夏用マスクを捜していて此方のショップさんに辿り着きました。商品もしっかりして肌触りも良かったです。ありがとうございました。
461	5	３０枚入りがお安く購入できました。パープルは綺麗なお色な好みでした。ヘーゼルナッツはもう少し茶色めかなと思ったらピンクベージュみたいな色合いです。でもこちらも可愛いので問題ないです。
